36.1	NNG
36.2	NNG
36.3	NNG
36.4	NNG
36.5	NNG
36.6	NNG
36.7	NNG
36.8	NNG
36.9	NNG
37.1	NNG
37.2	NNG
37.3	NNG
37.4	NNG
37.5	NNG
37.6	NNG
37.7	NNG
37.8	NNG
37.9	NNG
38.1	NNG
38.2	NNG
38.3	NNG
38.4	NNG
38.5	NNG
38.6	NNG
38.7	NNG
38.8	NNG
38.9	NNG
39.1	NNG
39.2	NNG
39.3	NNG
39.4	NNG
39.5	NNG
39.6	NNG
39.7	NNG
39.8	NNG
39.9	NNG
잴때마다	VV
중	MAG
손목	NNG
자가격리	NNG
엔엘피	NNG
